datetime,number_of_cargo_ships,number_of_tanker_ships,location
2022-07-10,29,8,cape
2022-07-11,37,8,cape
2022-07-12,35,16,cape
2022-07-13,28,7,cape
2022-07-14,33,5,cape
2022-07-15,41,10,cape
2022-07-16,51,15,cape
2022-07-17,63,14,cape
2022-07-18,39,8,cape
2022-07-19,45,8,cape
2022-07-20,33,12,cape
2022-07-21,38,7,cape
2022-07-22,32,6,cape
2022-07-23,26,6,cape
2022-07-24,34,13,cape
2022-07-25,48,11,cape
2022-07-26,34,8,cape
2022-07-27,36,9,cape
2022-07-28,39,9,cape
2022-07-29,30,8,cape
2022-07-30,37,4,cape
2022-07-31,45,7,cape
2022-08-01,50,15,cape
2022-08-02,37,9,cape
2022-08-03,50,8,cape
2022-08-04,26,8,cape
2022-08-05,42,9,cape
2022-08-06,33,11,cape
2022-08-07,35,15,cape
2022-08-08,34,11,cape
2022-08-09,40,11,cape
2022-08-10,32,9,cape
2022-08-11,39,7,cape
2022-08-12,52,6,cape
2022-08-13,34,7,cape
2022-08-14,36,10,cape
2022-08-15,35,5,cape
2022-08-16,40,9,cape
2022-08-17,39,13,cape
2022-08-18,39,4,cape
2022-08-19,40,10,cape
2022-08-20,25,8,cape
2022-08-21,28,10,cape
2022-08-22,40,10,cape
2022-08-23,46,8,cape
2022-08-24,58,10,cape
2022-08-25,48,7,cape
2022-08-26,36,9,cape
2022-08-27,39,14,cape
2022-08-28,41,6,cape
2022-08-29,40,6,cape
2022-08-30,32,6,cape
2022-08-31,24,7,cape
2022-09-01,23,11,cape
2022-09-02,44,10,cape
2022-09-03,50,12,cape
2022-09-04,37,8,cape
2022-09-05,18,8,cape
2022-09-06,45,9,cape
2022-09-07,59,11,cape
2022-09-08,61,17,cape
2022-09-09,46,16,cape
2022-09-10,38,12,cape
2022-09-11,24,5,cape
2022-09-12,32,5,cape
2022-09-13,39,6,cape
2022-09-14,48,12,cape
2022-09-15,39,12,cape
2022-09-16,20,3,cape
2022-09-17,36,7,cape
2022-09-18,33,12,cape
2022-09-19,41,16,cape
2022-09-20,51,17,cape
2022-09-21,31,8,cape
2022-09-22,38,8,cape
2022-09-23,33,5,cape
2022-09-24,30,14,cape
2022-09-25,29,5,cape
2022-09-26,36,16,cape
2022-09-27,46,9,cape
2022-09-28,43,10,cape
2022-09-29,35,10,cape
2022-09-30,30,9,cape
2022-10-01,32,8,cape
2022-10-02,46,13,cape
2022-10-03,46,5,cape
2022-10-04,34,6,cape
2022-10-05,46,7,cape
2022-10-06,22,9,cape
2022-10-07,29,8,cape
2022-10-08,41,7,cape
2022-10-09,43,9,cape
2022-10-10,36,10,cape
2022-10-11,41,11,cape
2022-10-12,30,12,cape
2022-10-13,29,9,cape
2022-10-14,24,9,cape
2022-10-15,39,10,cape
2022-10-16,20,9,cape
2022-10-17,39,9,cape
2022-10-18,26,11,cape
2022-10-19,30,14,cape
2022-10-20,29,10,cape
2022-10-21,25,6,cape
2022-10-22,38,11,cape
2022-10-23,40,6,cape
2022-10-24,41,7,cape
2022-10-25,31,7,cape
2022-10-26,29,11,cape
2022-10-27,32,6,cape
2022-10-28,42,9,cape
2022-10-29,38,7,cape
2022-10-30,37,9,cape
2022-10-31,27,8,cape
2022-11-01,28,10,cape
2022-11-02,41,8,cape
2022-11-03,28,9,cape
2022-11-04,33,6,cape
2022-11-05,40,10,cape
2022-11-06,31,14,cape
2022-11-07,43,9,cape
2022-11-08,38,5,cape
2022-11-09,29,11,cape
2022-11-10,34,9,cape
2022-11-11,35,8,cape
2022-11-12,24,16,cape
2022-11-13,24,9,cape
2022-11-14,36,3,cape
2022-11-15,32,10,cape
2022-11-16,29,4,cape
2022-11-17,32,8,cape
2022-11-18,30,8,cape
2022-11-19,38,9,cape
2022-11-20,40,10,cape
2022-11-21,37,7,cape
2022-11-22,42,14,cape
2022-11-23,33,7,cape
2022-11-24,35,5,cape
2022-11-25,27,7,cape
2022-11-26,34,5,cape
2022-11-27,34,8,cape
2022-11-28,33,8,cape
2022-11-29,24,8,cape
2022-11-30,33,10,cape
2022-12-01,39,9,cape
2022-12-02,35,9,cape
2022-12-03,33,11,cape
2022-12-04,26,12,cape
2022-12-05,39,8,cape
2022-12-06,41,12,cape
2022-12-07,34,8,cape
2022-12-08,40,11,cape
2022-12-09,27,5,cape
2022-12-10,29,4,cape
2022-12-11,33,12,cape
2022-12-12,28,7,cape
2022-12-13,34,14,cape
2022-12-14,28,13,cape
2022-12-15,26,8,cape
2022-12-16,31,7,cape
2022-12-17,33,11,cape
2022-12-18,33,11,cape
2022-12-19,32,8,cape
2022-12-20,25,8,cape
2022-12-21,36,5,cape
2022-12-22,25,10,cape
2022-12-23,36,6,cape
2022-12-24,31,17,cape
2022-12-25,32,11,cape
2022-12-26,36,8,cape
2022-12-27,29,6,cape
2022-12-28,20,10,cape
2022-12-29,32,6,cape
2022-12-30,33,7,cape
2022-12-31,28,9,cape
2023-01-01,38,9,cape
2023-01-02,35,10,cape
2023-01-03,30,9,cape
2023-01-04,43,10,cape
2023-01-05,29,5,cape
2023-01-06,29,12,cape
2023-01-07,30,12,cape
2023-01-08,32,5,cape
2023-01-09,21,10,cape
2023-01-10,42,17,cape
2023-01-11,37,9,cape
2023-01-12,44,8,cape
2023-01-13,42,6,cape
2023-01-14,30,8,cape
2023-01-15,41,9,cape
2023-01-16,39,10,cape
2023-01-17,34,7,cape
2023-01-18,28,6,cape
2023-01-19,23,2,cape
2023-01-20,29,9,cape
2023-01-21,34,11,cape
2023-01-22,32,9,cape
2023-01-23,30,5,cape
2023-01-24,27,10,cape
2023-01-25,29,9,cape
2023-01-26,40,5,cape
2023-01-27,39,9,cape
2023-01-28,31,8,cape
2023-01-29,31,7,cape
2023-01-30,43,17,cape
2023-01-31,25,11,cape
2023-02-01,32,12,cape
2023-02-02,26,7,cape
2023-02-03,38,11,cape
2023-02-04,46,12,cape
2023-02-05,39,10,cape
2023-02-06,33,11,cape
2023-02-07,41,4,cape
2023-02-08,37,9,cape
2023-02-09,28,10,cape
2023-02-10,35,8,cape
2023-02-11,35,9,cape
2023-02-12,32,5,cape
2023-02-13,40,9,cape
2023-02-14,7,4,cape
2023-02-15,38,12,cape
2023-02-16,32,9,cape
2023-02-17,29,8,cape
2023-02-18,32,3,cape
2023-02-19,36,9,cape
2023-02-20,25,8,cape
2023-02-21,29,9,cape
2023-02-22,30,11,cape
2023-02-23,41,9,cape
2023-02-24,33,3,cape
2023-02-25,35,5,cape
2023-02-26,39,7,cape
2023-02-27,35,11,cape
2023-02-28,26,5,cape
2023-03-01,32,14,cape
2023-03-02,30,5,cape
2023-03-03,33,5,cape
2023-03-04,36,4,cape
2023-03-05,32,1,cape
2023-03-06,35,9,cape
2023-03-07,33,14,cape
2023-03-08,34,7,cape
2023-03-09,49,11,cape
2023-03-10,25,11,cape
2023-03-11,30,8,cape
2023-03-12,32,7,cape
2023-03-13,32,10,cape
2023-03-14,34,15,cape
2023-03-15,34,15,cape
2023-03-16,32,7,cape
2023-03-17,48,11,cape
2023-03-18,38,11,cape
2023-03-19,39,12,cape
2023-03-20,42,6,cape
2023-03-21,31,9,cape
2023-03-22,34,5,cape
2023-03-23,29,5,cape
2023-03-24,39,8,cape
2023-03-25,41,13,cape
2023-03-26,43,11,cape
2023-03-27,38,7,cape
2023-03-28,32,3,cape
2023-03-29,39,12,cape
2023-03-30,31,5,cape
2023-03-31,21,6,cape
2023-04-01,31,6,cape
2023-04-02,41,7,cape
2023-04-03,42,8,cape
2023-04-04,41,13,cape
2023-04-05,40,7,cape
2023-04-06,38,8,cape
2023-04-07,37,4,cape
2023-04-08,30,5,cape
2023-04-09,27,11,cape
2023-04-10,22,7,cape
2023-04-11,39,10,cape
2023-04-12,39,10,cape
2023-04-13,37,9,cape
2023-04-14,48,3,cape
2023-04-15,32,7,cape
2023-04-16,28,10,cape
2023-04-17,40,9,cape
2023-04-18,53,13,cape
2023-04-19,43,16,cape
2023-04-20,33,9,cape
2023-04-21,27,8,cape
2023-04-22,38,14,cape
2023-04-23,36,11,cape
2023-04-24,41,14,cape
2023-04-25,33,12,cape
2023-04-26,49,7,cape
2023-04-27,27,5,cape
2023-04-28,30,7,cape
2023-04-29,32,9,cape
2023-04-30,32,11,cape
2023-05-01,37,8,cape
2023-05-02,34,5,cape
2023-05-03,42,6,cape
2023-05-04,39,12,cape
2023-05-05,33,8,cape
2023-05-06,37,3,cape
2023-05-07,40,6,cape
2023-05-08,60,4,cape
2023-05-09,53,18,cape
2023-05-10,46,8,cape
2023-05-11,28,14,cape
2023-05-12,35,4,cape
2023-05-13,38,9,cape
2023-05-14,41,8,cape
2023-05-15,39,8,cape
2023-05-16,39,12,cape
2023-05-17,50,6,cape
2023-05-18,43,6,cape
2023-05-19,50,8,cape
2023-05-20,35,11,cape
2023-05-21,22,9,cape
2023-05-22,45,7,cape
2023-05-23,49,12,cape
2023-05-24,39,12,cape
2023-05-25,43,10,cape
2023-05-26,33,9,cape
2023-05-27,42,9,cape
2023-05-28,24,10,cape
2023-05-29,41,12,cape
2023-05-30,53,7,cape
2023-05-31,40,11,cape
2023-06-01,61,13,cape
2023-06-02,52,12,cape
2023-06-03,40,4,cape
2023-06-04,28,7,cape
2023-06-05,36,10,cape
2023-06-06,51,17,cape
2023-06-07,42,8,cape
2023-06-08,38,10,cape
2023-06-09,39,7,cape
2023-06-10,42,4,cape
2023-06-11,41,9,cape
2023-06-12,48,10,cape
2023-06-13,34,11,cape
2023-06-14,19,11,cape
2023-06-15,47,8,cape
2023-06-16,57,9,cape
2023-06-17,46,6,cape
2023-06-18,37,5,cape
2023-06-19,12,4,cape
2023-06-20,31,7,cape
2023-06-21,53,16,cape
2023-06-22,74,11,cape
2023-06-23,69,14,cape
2023-06-24,59,9,cape
2023-06-25,46,10,cape
2023-06-26,26,7,cape
2023-06-27,45,5,cape
2023-06-28,29,13,cape
2023-06-29,37,5,cape
2023-06-30,42,9,cape
2023-07-01,48,11,cape
2023-07-02,43,13,cape
2023-07-03,54,9,cape
2023-07-04,39,10,cape
2023-07-05,34,10,cape
2023-07-06,43,9,cape
2023-07-07,47,13,cape
2023-07-08,18,7,cape
2023-07-09,29,5,cape
2023-07-10,52,10,cape
2023-07-11,58,5,cape
2023-07-12,49,12,cape
2023-07-13,26,12,cape
2023-07-14,49,10,cape
2023-07-15,43,8,cape
2023-07-16,36,9,cape
2023-07-17,48,9,cape
2023-07-18,47,12,cape
2023-07-19,31,7,cape
2023-07-20,46,14,cape
2023-07-21,52,9,cape
2023-07-22,54,10,cape
2023-07-23,39,11,cape
2023-07-24,51,10,cape
2023-07-25,58,12,cape
2023-07-26,48,12,cape
2023-07-27,41,12,cape
2023-07-28,35,8,cape
2023-07-29,26,5,cape
2023-07-30,35,8,cape
2023-07-31,33,3,cape
2023-08-01,41,13,cape
2023-08-02,56,12,cape
2023-08-03,70,17,cape
2023-08-04,52,8,cape
2023-08-05,51,8,cape
2023-08-06,43,7,cape
2023-08-07,57,10,cape
2023-08-08,34,11,cape
2023-08-09,37,10,cape
2023-08-10,38,13,cape
2023-08-11,40,12,cape
2023-08-12,49,8,cape
2023-08-13,55,7,cape
2023-08-14,43,9,cape
2023-08-15,49,11,cape
2023-08-16,44,7,cape
2023-08-17,34,5,cape
2023-08-18,36,7,cape
2023-08-19,48,13,cape
2023-08-20,63,11,cape
2023-08-21,34,6,cape
2023-08-22,34,8,cape
2023-08-23,37,12,cape
2023-08-24,51,9,cape
2023-08-25,33,6,cape
2023-08-26,42,5,cape
2023-08-27,52,14,cape
2023-08-28,58,14,cape
2023-08-29,61,12,cape
2023-08-30,62,7,cape
2023-08-31,44,8,cape
2023-09-01,44,8,cape
2023-09-02,47,6,cape
2023-09-03,51,6,cape
2023-09-04,49,11,cape
2023-09-05,42,12,cape
2023-09-06,38,10,cape
2023-09-07,46,10,cape
2023-09-08,53,12,cape
2023-09-09,43,8,cape
2023-09-10,30,2,cape
2023-09-11,33,10,cape
2023-09-12,52,8,cape
2023-09-13,69,11,cape
2023-09-14,44,10,cape
2023-09-15,14,4,cape
2023-09-16,2,1,cape
2023-09-17,28,5,cape
2023-09-18,64,12,cape
2023-09-19,105,18,cape
2023-09-20,69,10,cape
2023-09-21,50,10,cape
2023-09-22,63,9,cape
2023-09-23,65,8,cape
2023-09-24,38,7,cape
2023-09-25,39,13,cape
2023-09-26,55,12,cape
2023-09-27,35,9,cape
2023-09-28,45,9,cape
2023-09-29,52,7,cape
2023-09-30,41,6,cape
2023-10-01,49,14,cape
2023-10-02,56,10,cape
2023-10-03,49,12,cape
2023-10-04,47,7,cape
2023-10-05,44,5,cape
2023-10-06,29,8,cape
2023-10-07,34,7,cape
2023-10-08,39,9,cape
2023-10-09,36,16,cape
2023-10-10,34,10,cape
2023-10-11,38,10,cape
2023-10-12,47,10,cape
2023-10-13,50,12,cape
2023-10-14,37,14,cape
2023-10-15,27,13,cape
2023-10-16,56,10,cape
2023-10-17,43,12,cape
2023-10-18,43,6,cape
2023-10-19,44,8,cape
2023-10-20,47,12,cape
2023-10-21,40,4,cape
2023-10-22,32,14,cape
2023-10-23,36,10,cape
2023-10-24,40,11,cape
2023-10-25,43,8,cape
2023-10-26,55,9,cape
2023-10-27,32,11,cape
2023-10-28,38,7,cape
2023-10-29,21,7,cape
2023-10-30,24,13,cape
2023-10-31,42,10,cape
2023-11-01,43,14,cape
2023-11-02,42,12,cape
2023-11-03,33,14,cape
2023-11-04,40,7,cape
2023-11-05,35,8,cape
2023-11-06,44,6,cape
2023-11-07,47,7,cape
2023-11-08,36,6,cape
2023-11-09,35,14,cape
2023-11-10,34,13,cape
2023-11-11,41,5,cape
2023-11-12,29,6,cape
2023-11-13,36,17,cape
2023-11-14,45,9,cape
2023-11-15,52,9,cape
2023-11-16,32,11,cape
2023-11-17,36,10,cape
2023-11-18,46,14,cape
2023-11-19,37,8,cape
2023-11-20,53,10,cape
2023-11-21,39,5,cape
2023-11-22,38,13,cape
2023-11-23,35,15,cape
2023-11-24,36,13,cape
2023-11-25,41,7,cape
2023-11-26,41,9,cape
2023-11-27,37,10,cape
2023-11-28,36,8,cape
2023-11-29,29,10,cape
2023-11-30,41,9,cape
2023-12-01,42,9,cape
2023-12-02,37,12,cape
2023-12-03,27,8,cape
2023-12-04,41,8,cape
2023-12-05,35,6,cape
2023-12-06,41,11,cape
2023-12-07,32,7,cape
2023-12-08,39,10,cape
2023-12-09,23,12,cape
2023-12-10,42,6,cape
2023-12-11,44,8,cape
2023-12-12,36,11,cape
2023-12-13,45,17,cape
2023-12-14,29,16,cape
2023-12-15,36,13,cape
2023-12-16,44,13,cape
2023-12-17,44,10,cape
2023-12-18,43,13,cape
2023-12-19,30,12,cape
2023-12-20,42,5,cape
2023-12-21,37,14,cape
2023-12-22,35,7,cape
2023-12-23,37,11,cape
2023-12-24,40,10,cape
2023-12-25,43,6,cape
2023-12-26,45,7,cape
2023-12-27,41,12,cape
2023-12-28,53,4,cape
2023-12-29,60,15,cape
2023-12-30,51,14,cape
2023-12-31,46,13,cape
2024-01-01,56,6,cape
2024-01-02,64,18,cape
2024-01-03,63,21,cape
2024-01-04,52,16,cape
2024-01-05,51,14,cape
2024-01-06,55,10,cape
2024-01-07,45,20,cape
2024-01-08,58,19,cape
2024-01-09,52,15,cape
2024-01-10,53,14,cape
2024-01-11,62,12,cape
2024-01-12,70,12,cape
2024-01-13,56,19,cape
2024-01-14,35,16,cape
2024-01-15,56,15,cape
2024-01-16,47,15,cape
2024-01-17,50,13,cape
2024-01-18,51,17,cape
2024-01-19,51,21,cape
2024-01-20,44,14,cape
2024-01-21,65,19,cape
2024-01-22,34,12,cape
2024-01-23,49,18,cape
2024-01-24,54,13,cape
2024-01-25,62,20,cape
